value,label
-0.7959333813800855,0
-1.4036118708596492,0
0.14820878778453409,0
0.3593532544019159,0
2.4435956042759854,0
0.46348499948375466,0
-0.6283908429880617,0
-0.09880817544287986,0
-0.327278115113341,0
-0.20031280956822659,0
-0.26003718315429886,0
0.2877421088275313,0
-0.9523049736741347,0
-0.809251001293237,0
0.13555083450474148,0
0.3482387370593215,0
0.8454732650902969,0
0.43115233944458337,0
-0.07333457467031937,0
0.2948579962075662,0
-0.1618252011292999,0
-0.051136907168146194,0
-0.7614165435687179,0
-2.155370357139744,0
-0.13537019339075965,0
1.1022364544476877,0
0.785000265951043,0
-0.006207244486460569,0
0.5296654471382161,0
0.5784397274161898,0
-0.3361083114031978,0
-1.307121208828818,0
0.12243411028486587,0
-0.0583110540010627,0
0.5610397353464887,0
-1.3129047421566036,0
1.0895109789520738,0
-0.33034542627671926,0
0.5701592781945997,0
-0.18813999166682596,0
-0.030435510684806166,0
0.15458404669522055,0
1.0381513251777408,0
-1.6460829536030304,0
-0.1832503291024602,0
-0.07545179443472726,0
0.028447582390747708,0
0.37238093518552134,0
-1.0583029230859258,0
-1.203073500248388,0
-0.16895374004423225,0
-0.7238431976749087,0
-2.4334734225672623,0
0.28796455107874813,0
2.063983520191092,0
-0.27775575361434457,0
0.5462086626811671,0
0.18018181522983964,0
-0.17225972110828802,0
0.7151570796580599,0
-1.1323501050528955,0
1.2757042063911268,0
-2.3485474345136335,0
0.7709256569866815,0
-0.29705335067938754,0
-0.8695134412502745,0
0.9385282878980861,0
1.475175603535491,0
-0.3624520955071313,0
-2.6983406892179023,0
1.7021810934547918,0
1.1468269373536466,0
0.4752045519452499,0
-0.7257115938864289,0
0.8819727504036907,0
0.8354514574980125,0
2.830908397775795,0
-0.31018412752625424,0
-0.053798312452840565,0
2.3856951191113254,0
-0.41157792653377684,0
0.8264875441298914,0
0.628178954956305,0
-1.2555624972283697,0
-1.0916453833046784,0
-0.1063465280382076,0
-0.8425525283264808,0
-2.361781083556702,0
0.003218463075879565,0
0.6617855100814797,0
0.285274050266391,0
